customer_id,full_name,total_spent,transaction_count,days_since_registration,avg_order_value
CUST0494,Megan Rowland,170463.78,9,152,5165.57
CUST0495,Derrick Hurley,141297.64,13,685,3446.28
CUST0496,Kim Bush,84408.33,6,730,4965.2
CUST0497,Ashley Nguyen,197893.01,11,716,5348.46
CUST0498,Alexis Olson,83041.35,10,656,3460.06
CUST0499,Diana Bird,138282.44,9,396,5318.56
CUST0500,Kimberly Phillips,175272.81,8,599,5477.28
CUST0501,Joseph Patel,97430.4,7,461,4871.52
CUST0502,Jeffery Jones,79649.21,7,570,4685.25
CUST0503,Holly Smith,114140.99,9,393,4962.65
CUST0504,Leslie Mayo,92229.06,6,576,4611.45
CUST0505,Hannah Winters,71529.01,7,3,3109.96
CUST0506,Matthew Brown,157135.03,11,691,5611.97
CUST0507,Lindsey Turner,152795.99,11,396,3726.73
CUST0508,Alicia Mullins,128345.45,8,361,4936.36
CUST0509,Selena Anderson,105878.59,7,622,4812.66
CUST0510,Tammy Ford,217043.98,13,511,5426.1
CUST0511,Derek Carter,236340.66,17,643,4634.13
CUST0512,Robert Lindsey,152866.53,10,220,4367.62
CUST0513,Brandon Flowers,56742.71,4,719,4053.05
CUST0514,Jesse Hall,202381.89,16,428,4497.38
CUST0515,Brent Norris,185316.01,13,187,5008.54
CUST0516,Gina Moore,121762.14,10,269,4870.49
CUST0517,Steven Wood,130568.95,9,673,4080.28
CUST0518,Linda Bush,207325.26,13,719,4821.52
CUST0519,Thomas Hobbs,118555.31,14,442,3592.59
CUST0520,Jean Hebert,69427.74,6,569,4339.23
CUST0521,Angela Holmes,206926.75,13,65,5173.17
CUST0522,Eric Martinez,131202.59,12,416,4373.42
CUST0523,Sharon Meadows,154103.72,9,285,4815.74
CUST0524,Joseph Weeks,112442.3,9,162,4888.8
CUST0525,Christopher Joseph,69466.58,7,373,3656.14
CUST0526,Timothy Lucas,164314.2,11,1,4324.06
CUST0527,Cynthia Ford,192583.27,13,95,4376.89
CUST0528,April Burke,170523.58,10,434,5500.76
CUST0529,Andrea Harris,91473.73,7,240,4157.9
CUST0530,Richard Mccann,154547.7,9,356,4985.41
CUST0531,Lawrence Joseph,102773.5,9,164,3952.83
CUST0532,Charles Garner,142103.25,8,537,6178.4
CUST0533,Caleb Leonard,166059.12,13,632,4151.48
CUST0534,Andrea Watson,245841.04,14,504,5587.3
CUST0535,Laura Leblanc,94182.27,8,213,4281.01
CUST0536,Michelle Perez,188918.27,11,648,5247.73
CUST0537,Thomas Thomas,168520.67,9,531,5106.69
CUST0538,Aaron Phelps,97708.4,10,206,4071.18
CUST0539,Ricardo Bautista,48249.44,4,550,5361.05
CUST0540,Heather Jimenez,172530.49,14,301,4423.86
CUST0541,William Chang,55453.96,4,304,5041.27
CUST0542,Paul Terry,236563.62,15,71,4463.46
CUST0543,George Mccarty,188353.75,10,403,5381.54
CUST0544,Sean Cantu,112712.99,14,356,3635.9
CUST0545,Michael Elliott,145823.86,10,116,3837.47
CUST0546,George Johnson,277121.92,15,242,5038.58
CUST0547,Elizabeth Edwards,81750.47,8,565,4808.85
CUST0548,Allen Harper,188551.61,14,181,5095.99
CUST0549,Anthony Mays,283212.99,19,325,4104.54
CUST0550,Timothy Lopez,261127.07,17,532,4747.76
CUST0551,Zachary Taylor,200687.2,14,198,5423.98
CUST0552,Randall Griffin,237352.84,17,662,4478.36
CUST0553,Jessica Harvey,151451.26,10,270,5048.38
CUST0554,William Robinson,89217.9,6,555,4248.47
CUST0555,Zachary Burns,204357.84,12,108,5239.94
CUST0556,Gerald Dawson,109384.91,8,167,6076.94
CUST0557,James Browning,103279.53,9,616,4694.52
CUST0558,Susan Roy,182764.47,13,152,4569.11
CUST0559,Stephanie Lopez,104988.25,7,710,4374.51
CUST0560,Gregory Walker,53794.58,4,730,4482.88
CUST0561,Kristen Price,126545.76,11,470,3615.59
CUST0562,Julia Burnett,168183.45,13,249,4425.88
CUST0563,Jeanne West,124956.76,11,164,4030.86
CUST0564,Steven Underwood,171822.45,11,321,4909.21
CUST0565,Linda Hoffman,193994.23,15,208,3803.81
CUST0566,Keith Shepard,195740.7,10,716,5931.54
CUST0567,Holly Kelley,52295.72,3,389,4357.98
CUST0568,Kimberly Lewis,120797.32,10,423,4646.05
CUST0569,Nicole Lynch,93968.83,6,193,4698.44
CUST0570,Michael Guzman,125790.01,10,639,4057.74
CUST0571,Mark Malone,136558.57,7,21,6207.21
CUST0572,Jason Allen,138717.44,9,164,4474.76
CUST0573,Michelle Castaneda,108828.25,8,20,3886.72
CUST0574,Dean Kirk,135902.27,10,672,4118.25
CUST0575,Natalie Ayers,167424.38,12,641,5073.47
CUST0576,Elizabeth Carroll,152929.06,8,577,4779.03
CUST0577,Jorge Hall,115175.57,9,715,3971.57
CUST0578,Christine Armstrong,164053.71,12,276,4557.05
CUST0579,Clifford Lane,131005.22,8,245,5038.66
CUST0580,David Herrera,119023.92,10,81,4250.85
CUST0581,Nicholas Horton,104725.51,7,283,5236.28
CUST0582,Megan Cunningham,220675.0,14,470,5015.34
CUST0583,William James,155285.8,13,723,4086.47
CUST0584,Jeffrey Cunningham,145920.55,9,161,5031.74
CUST0585,Karen Davidson,111131.67,8,481,4115.99
CUST0586,Judy Smith,98216.91,8,274,4464.41
CUST0587,Lisa Castillo,172294.29,13,501,4656.6
CUST0588,Raymond Sanchez,113575.96,8,725,4938.09
CUST0589,Aaron Woods,187120.65,13,49,5197.8
CUST0590,Elizabeth Adams,79072.89,6,424,4161.73
CUST0591,Hunter Taylor,112928.91,8,133,4182.55
CUST0592,Thomas Moore,234339.99,13,282,4782.45
CUST0593,Donald Vincent,61410.54,8,81,3070.53
CUST0594,Timothy Owens,77402.55,7,178,3870.13
CUST0595,Michelle Potter,218766.83,14,402,4289.55
CUST0596,Derrick White,186963.0,11,565,4674.08
CUST0597,Nicole Nelson,86573.04,7,105,4809.61
CUST0598,Pamela Peck,161416.27,12,584,4247.8
CUST0599,Kyle Thomas,106241.31,8,270,4426.72
CUST0600,Tyler Kelly,153946.86,15,249,3665.4
CUST0601,Frank Bartlett,212550.48,11,137,5450.01
CUST0602,Elizabeth Bailey,78822.4,6,336,3753.45
CUST0603,Laura Hill,189818.54,14,365,4629.72
CUST0604,Shirley Mccall,179382.3,11,359,5275.95
CUST0605,Marie Stone,158537.02,12,245,4804.15
CUST0606,Jennifer White,117187.16,11,572,4507.2
CUST0607,Vanessa Beard,133095.32,7,59,5323.81
CUST0608,Dustin Nelson,126869.75,9,283,5286.24
CUST0609,Jessica Hernandez,247302.89,21,107,4263.84
CUST0610,Corey Cooley,84338.13,6,633,5271.13
CUST0611,Megan Davis,151920.55,11,189,4340.59
CUST0612,Sarah Higgins,111509.35,7,694,5068.61
CUST0613,Robert Lyons,65835.89,5,252,4389.06
CUST0614,Michael Freeman,148086.75,11,424,4776.99
CUST0615,Andrew Jordan,70510.32,8,214,3525.52
CUST0616,Amanda Hill,159601.91,12,416,4560.05
CUST0617,Maria York,60264.11,6,80,3766.51
CUST0618,Jared Cortez,105106.97,7,489,4042.58
CUST0619,Donna George,126679.47,8,392,4691.83
CUST0620,Michele Thompson,113358.58,11,7,3908.92
CUST0621,Vicki Anderson,197145.3,12,716,4584.77
CUST0622,Edward Hoffman,150001.74,11,174,4285.76
CUST0623,Renee Wright,110778.74,9,662,5830.46
CUST0624,Kayla Bass,134690.0,10,672,4081.52
CUST0625,Gabriel Ingram,100079.57,6,74,4549.07
CUST0626,Timothy Chambers,88915.73,8,468,3865.9
CUST0627,Katherine Gilbert,189533.8,15,596,4211.86
CUST0628,Martha Mitchell,82580.15,8,197,3590.44
CUST0629,Jose Wilson,42101.35,4,498,4210.14
CUST0630,Brian Clarke,103437.62,10,577,4137.5
CUST0631,Jennifer Roberson,63515.45,5,243,5292.95
CUST0632,Connor Jordan,159973.88,12,197,4847.69
CUST0633,Toni Turner,102897.6,8,255,5415.66
CUST0634,Jessica Gilmore,220346.01,13,197,4896.58
CUST0635,David Mitchell,116022.26,7,640,4834.26
CUST0636,Jenna Pineda,120636.89,11,726,4639.88
CUST0637,Justin Lawrence,152140.45,10,516,4754.39
CUST0638,Devin Dennis,116109.64,10,629,4003.78
CUST0639,Tommy Collins,212105.54,16,300,3656.99
CUST0640,Heidi Mcgee,119342.34,8,724,4773.69
CUST0641,Brandon Buckley,63112.88,5,55,4207.53
CUST0642,Danielle Garrett,116014.86,11,492,3742.41
CUST0643,Edward Smith,95566.77,6,591,6371.12
CUST0644,April Stewart,75481.66,5,70,5032.11
CUST0645,Christian Benitez,131674.98,9,131,4540.52
CUST0646,Lisa Sanders,115931.07,9,225,3997.62
CUST0647,Steve Lewis,163871.57,11,101,4819.75
CUST0648,Timothy Diaz,125071.66,11,321,3474.21
CUST0649,Amanda Combs,155901.91,13,222,4724.3
CUST0650,Kenneth Meyers,138845.07,12,25,4628.17
CUST0651,Brian Holder,174956.65,11,69,4604.12
CUST0652,Jennifer Gonzalez,150952.41,13,582,4869.43
CUST0653,Kevin Abbott,152170.44,11,33,4908.72
CUST0654,Anna Bennett,106863.35,9,303,4646.23
CUST0655,Troy Mclaughlin,127060.65,9,311,3970.65
CUST0656,Donald Campbell,177952.7,13,509,5233.9
CUST0657,David Silva,108281.63,6,352,4511.73
CUST0658,Eric Russell,300430.74,17,663,5092.05
CUST0659,Linda James,167727.04,10,32,4413.87
CUST0660,Denise Sherman,85275.69,5,68,5329.73
CUST0661,Kathy Gonzales,53945.04,6,724,4149.62
CUST0662,Nicole Delgado,81261.75,6,729,5078.86
CUST0663,Andrew Vasquez,162999.11,14,576,4657.12
CUST0664,Michael Shelton,166776.2,11,690,4905.18
CUST0665,Jeffrey Diaz,172626.06,10,611,4315.65
CUST0666,James Gilbert,136817.88,11,464,4275.56
CUST0667,Troy Rodgers,225719.43,17,276,4103.99
CUST0668,Keith Walker,138232.92,8,588,5119.74
CUST0669,Cynthia Burton,203431.53,12,319,5216.19
CUST0670,Ariel Ware,187888.85,14,398,4944.44
CUST0671,Jacqueline Walter,158604.13,12,238,5116.26
CUST0672,Jennifer Mullins,155465.38,9,190,4711.07
CUST0673,John Hubbard,111572.12,10,90,5071.46
CUST0674,Connor Sutton,151276.13,14,180,4088.54
CUST0675,Sara Hill,192744.33,13,142,4589.15
CUST0676,Nathan Holt,170542.7,11,686,4737.3
CUST0677,Karen Mcpherson,144198.56,10,350,4972.36
CUST0678,Timothy Jones,45982.93,6,452,3537.15
CUST0679,Ryan Wilson,168163.61,11,241,4544.96
CUST0680,Louis Johnson,77737.88,10,406,3886.89
CUST0681,Tiffany Robinson,140753.32,8,189,5413.59
CUST0682,Jasmine Williams,127435.92,9,608,5097.44
CUST0683,Madison Soto,94051.84,10,546,4702.59
CUST0684,Jeremy Pearson,81906.37,10,182,3276.25
CUST0685,Sean Aguilar,182447.83,11,699,4449.95
CUST0686,Judy Johnson,209152.57,10,177,5504.02
CUST0687,Andrew Sutton,108933.0,9,16,3756.31
CUST0688,Jasmine Townsend,190767.84,13,110,4335.63
CUST0689,Misty Howell,191134.25,12,362,5460.98
CUST0690,Glen Daniel,110662.69,9,147,4256.26
CUST0691,Susan Ryan,122757.68,10,314,5114.9
CUST0692,Samantha Lawrence,237407.43,14,650,5790.43
CUST0693,Kathleen Craig,145996.27,10,190,4709.56
CUST0694,Jeffrey Cervantes,108483.8,9,493,4339.35
CUST0695,Christina Arroyo,156484.14,12,323,4229.3
CUST0696,Donna Garcia,171336.22,15,131,4508.85
CUST0697,Joseph Chapman,100479.49,9,243,3864.6
CUST0698,Jasmine Floyd,63938.74,4,690,4918.36
CUST0699,Kimberly Jackson,108146.62,9,515,4506.11
CUST0700,Michael Nichols,88078.61,8,329,4003.57
CUST0701,Terri Jones,217725.5,17,53,4948.31
CUST0702,Tim Hart,114037.42,8,223,5430.35
CUST0703,Nathan Hernandez,137623.46,9,150,5983.63
CUST0704,Jeanette Rivas,101236.12,10,325,3490.9
CUST0705,Carlos Wilson,78910.38,9,414,3586.84
CUST0706,Jeffery Oconnell,93916.15,6,381,3478.38
CUST0707,Michael Stark,168891.95,10,50,5277.87
CUST0708,Ann Burgess,265062.77,17,669,4650.22
CUST0709,Kristin Wallace,130003.65,6,279,5909.26
CUST0710,Jonathan Sloan,161916.22,12,357,4260.95
CUST0711,Javier Hogan,261443.89,14,720,4586.73
CUST0712,Hannah Miller,117497.76,6,672,5595.13
CUST0713,Laura Grimes,157008.03,13,204,4361.33
CUST0714,Nathan Grant,130432.78,12,25,3952.51
CUST0715,Daniel Williamson,133980.91,11,101,4466.03
CUST0716,Jenny Freeman,193562.6,14,386,4118.35
CUST0717,Yvonne Beard,182549.9,10,121,5369.11
CUST0718,Ronald Wyatt,103990.13,6,616,4332.92
CUST0719,Julia Martin,131446.17,11,624,3459.11
CUST0720,Nancy Warner,197910.3,11,464,5820.89
CUST0721,David Fleming,133677.43,10,663,3713.26
CUST0722,Joseph Bradford,138928.92,9,335,4341.53
CUST0723,Emma Kelly,116197.1,7,413,4841.55
CUST0724,Brianna Hicks,160699.53,10,17,5541.36
CUST0725,Wyatt Mccullough,119551.41,11,674,3735.98
CUST0726,Angela Sanders,119042.32,6,657,4578.55
CUST0727,Melissa Bernard,306344.46,16,588,5281.8
CUST0728,April Rocha,160273.57,11,447,5170.12
CUST0729,George Mack,130387.51,8,727,5432.81
CUST0730,Walter Wilson,152255.38,11,241,4478.1
CUST0731,Emily Cannon,133610.31,10,240,4607.25
CUST0732,Joseph Davies,95300.33,10,434,3665.4
CUST0733,Barbara Rogers,165989.2,11,688,4610.81
CUST0734,Heather Schwartz,101166.32,7,431,4817.44
CUST0735,Alison Fisher,107174.27,11,352,3152.18
CUST0736,Justin Alexander,220712.2,18,287,4414.24
CUST0737,Richard Browning,84513.26,7,362,3674.49
CUST0738,Regina Garcia,173195.07,12,384,4810.97
CUST0739,Angela Meza,91874.1,4,178,4835.48
CUST0740,Debbie Odom,53770.81,6,436,4136.22
CUST0741,Ryan Nguyen,122567.74,12,564,4085.59
CUST0742,Tammy Hernandez,61736.7,7,148,3858.54
CUST0743,Alex Watson,161535.18,13,464,3939.88
CUST0744,James Nguyen,155263.88,11,7,4436.11
CUST0745,Robert Summers,199610.86,12,261,5394.89
CUST0746,Krista Ellis,52644.28,6,470,4785.84
CUST0747,Frederick Hodge,73460.75,8,430,4081.15
CUST0748,Larry Taylor,112966.27,10,643,4518.65
CUST0749,Heather Gardner,97911.29,9,193,4257.01
CUST0750,David Gonzalez,109841.19,9,18,4393.65
CUST0751,Juan Cortez,134937.36,8,494,4997.68
CUST0752,Lindsay Torres,220748.94,15,41,4798.89
CUST0753,Jeremy Wilson,37798.21,2,43,7559.64
CUST0754,Joseph Downs,96010.49,8,181,4364.11
CUST0755,Karen Marshall,195717.8,13,110,3763.8
CUST0756,Daniel Snyder,191846.95,15,635,4679.19
CUST0757,Dennis Smith,125889.82,9,42,4662.59
CUST0758,Patrick Bentley,212369.95,13,470,4616.74
CUST0759,Veronica Lara,133800.87,11,529,4316.16
CUST0760,Donald Miles,82383.86,7,237,5148.99
CUST0761,Sara Parker,104764.05,10,362,4365.17
CUST0762,John Cooper,100086.62,9,3,3451.26
CUST0763,Amy Torres,176546.8,12,598,4771.54
CUST0764,Michelle Mata,140064.27,9,221,5602.57
CUST0765,Lisa Ashley,139013.57,10,642,4633.79
CUST0766,Valerie Jefferson,71636.04,5,448,4775.74
CUST0767,Bradley Mitchell,132648.01,11,54,4421.6
CUST0768,Aaron Olsen,138674.52,9,475,4622.48
CUST0769,Tyler Hunt,105577.25,9,141,3519.24
CUST0770,Amy Walker,168664.29,11,19,5270.76
CUST0771,George Taylor,188942.39,14,205,4394.01
CUST0772,Kelly Martin,103177.29,7,575,4913.2
CUST0773,Robert Lowe,85696.71,7,531,4510.35
CUST0774,Stacey Nichols,145526.27,10,503,4850.88
CUST0775,Beth Zimmerman,58815.93,7,237,3459.76
CUST0776,Alexander Patterson,174062.42,12,483,4580.59
CUST0777,Briana Evans,220788.28,13,474,5134.61
CUST0778,William Turner,166840.56,13,552,4509.2
CUST0779,Stacey Nichols,208882.41,15,269,5222.06
CUST0780,Kendra Mclean,138645.46,11,6,4077.81
CUST0781,Austin Woods,188190.41,16,215,4277.05
CUST0782,Zachary Lee,76106.76,6,94,3171.12
CUST0783,Sandra Benton,153551.0,12,650,4798.47
CUST0784,Mary Dixon,113286.33,10,344,4195.79
CUST0785,Garrett Jordan,197759.37,13,572,4823.4
CUST0786,Christopher Boyd,145127.37,11,478,3922.36
CUST0787,Kimberly Daniel,118171.92,10,74,5371.45
CUST0788,Catherine Martin,209350.76,13,530,4652.24
CUST0789,William Ramirez,118346.99,7,643,4931.12
CUST0790,Carlos Gonzalez,86494.38,6,73,3931.56
CUST0791,Paige Brooks,52424.19,8,18,3494.95
CUST0792,Lindsay Garcia,131871.75,9,637,4709.71
CUST0793,Timothy White,82399.97,7,673,4336.84
CUST0794,Andrew Jones,152587.06,10,521,5261.62
CUST0795,Elizabeth Daniel,220986.66,14,300,4509.93
CUST0796,Erica Ruiz,114083.5,10,80,4387.83
CUST0797,James Wiley,126393.16,10,528,4213.11
CUST0798,Michelle Woodard,83043.56,8,369,3774.71
CUST0799,Hunter Patel,157030.55,11,404,5234.35
CUST0800,Leah Jones,142133.48,10,109,4441.67
CUST0801,Jessica Silva,160217.87,8,144,5524.75
CUST0802,Holly Harvey,121018.71,12,103,4033.96
CUST0803,Brianna Lloyd,161149.88,12,57,3747.67
CUST0804,Jose Wall,135759.88,9,290,6170.9
CUST0805,Mark Smith,53950.33,4,156,4904.58
CUST0806,Dustin Drake,132475.77,10,457,4568.13
CUST0807,Benjamin Fritz,181254.05,10,378,5492.55
CUST0808,Kylie Frost,158807.95,11,28,3781.14
CUST0809,Victoria Ortega,74545.12,6,542,3923.43
CUST0810,Alan Madden,56907.35,4,504,6323.04
CUST0811,Stephanie Olson,82885.4,8,719,4604.74
CUST0812,Jennifer Anderson,73746.14,5,514,3687.31
CUST0813,Dominique Crawford,62263.7,5,717,4447.41
CUST0814,William Greene,105275.11,9,437,4577.18
CUST0815,Richard Gutierrez,92108.08,9,394,3837.84
CUST0816,Jennifer Shah,197990.94,10,308,4829.05
CUST0817,Kyle Shelton,115863.15,11,3,3511.0
CUST0818,Laura Park,124508.55,11,52,4788.79
CUST0819,Tammy Mccoy,142220.86,9,725,4740.7
CUST0820,Spencer Cox,188297.39,13,666,4483.27
CUST0821,Brian White,114836.7,8,403,5219.85
CUST0822,David Thompson,203904.08,14,83,5228.31
CUST0823,Christopher Tran,89285.6,8,543,4251.7
CUST0824,Richard Ortiz,106847.69,10,377,3957.32
CUST0825,Dana Moore,148717.4,9,358,5508.05
CUST0826,Kaitlin Jackson,212685.47,12,561,4726.34
CUST0827,Darlene French,129603.21,8,26,4984.74
CUST0828,Larry Watkins,196356.41,12,10,5775.19
CUST0829,Ashley Baker,194840.68,13,314,4428.2
CUST0830,Gabriela Ross,105988.21,10,294,3211.76
CUST0831,Nicole Mcguire,77256.58,9,57,4066.14
CUST0832,Jeffrey Nguyen,91037.86,5,437,4551.89
CUST0833,Benjamin Coleman,151614.1,9,326,5228.07
CUST0834,Victoria Miles,135245.98,10,426,4830.21
CUST0835,David Dunn,58295.84,6,139,5299.62
CUST0836,Donald Mckenzie,73082.39,7,482,4567.65
CUST0837,Stephanie Williams,187171.89,11,181,4925.58
CUST0838,Mark Kim,169936.06,12,9,4472.0
CUST0839,Roger Davis,168073.43,14,584,4943.34
CUST0840,Kevin Waters,159442.58,9,681,4428.96
CUST0841,Tyler Barry,76496.29,7,726,3642.68
CUST0842,Jacob Smith,218057.39,16,471,4361.15
CUST0843,Joanna Becker,114720.59,11,503,3824.02
CUST0844,Dylan Fuller,105437.37,11,525,3635.77
CUST0845,Gina Khan,48515.16,6,341,3731.94
CUST0846,Andrew Keith,89231.73,8,501,4249.13
CUST0847,Barbara Schmidt,91406.84,7,353,5078.16
CUST0848,Diamond Clark,137168.24,10,189,4898.87
CUST0849,Nicole Ward,131564.48,9,649,4244.02
CUST0850,Angela Anderson,202626.59,14,173,4502.81
CUST0851,Amy Thornton,128638.41,10,284,4764.39
CUST0852,Brian Patel,193780.28,13,618,4613.82
CUST0853,Alexis Cox,123848.14,10,326,3995.1
CUST0854,Diane Navarro,111059.06,7,379,6532.89
CUST0855,Brooke Diaz,65150.16,5,183,4653.58
CUST0856,Marc Schwartz,6375.47,1,112,3187.74
CUST0857,Gina Ramirez,113340.81,9,446,3656.16
CUST0858,Robert Anderson,206434.32,13,728,4915.1
CUST0859,Nancy Mccarthy,96648.95,9,57,4602.33
CUST0860,Heather Edwards,119228.99,9,555,3974.3
CUST0861,Susan Prince,135380.28,8,150,4512.68
CUST0862,Tyler Brown,106336.29,9,207,4430.68
CUST0863,Ruben Smith,105016.03,7,22,5250.8
CUST0864,Jennifer Ferguson,150310.55,9,658,5567.06
CUST0865,Jeffrey Marsh,202797.68,11,336,5199.94
CUST0866,Christian Stewart,143715.23,11,219,3685.01
CUST0867,Andrew Harris,95966.99,8,639,4172.48
CUST0868,Diane Neal,82258.27,7,69,4838.72
CUST0869,Craig Phillips,166958.36,13,254,4393.64
CUST0870,Ann Farmer,159992.46,12,429,4444.24
CUST0871,Desiree Williams,66641.61,6,148,3702.31
CUST0872,Karen Shaffer,231975.42,14,37,4639.51
CUST0873,Eric Buck,123635.16,9,720,4755.2
CUST0874,Barry Pennington,265160.04,11,541,5641.7
CUST0875,Donald King,160451.51,11,237,4862.17
CUST0876,Bradley Wright,81832.32,7,47,3719.65
CUST0877,Paul Mosley,258440.0,15,495,5498.72
CUST0878,Matthew Jackson,162772.59,13,648,4399.26
CUST0879,Amy Flores,259996.42,16,341,5097.97
CUST0880,Mary Stafford,44296.83,6,462,3407.45
CUST0881,Aaron Hart,117895.27,9,397,4534.43
CUST0882,Marcus King,179004.3,10,160,5424.37
CUST0883,Carol Dominguez,81289.56,8,683,3870.93
CUST0884,Jeremy Wright,149925.22,10,677,6246.88
CUST0885,Mark Schmitt,268436.32,13,595,6100.83
CUST0886,William Fry,82326.07,6,206,5145.38
CUST0887,Steven Woods,183570.44,10,600,5562.74
CUST0888,Kyle Cross,188151.78,9,484,5879.74
CUST0889,David Hunt,50353.05,5,480,4196.09
CUST0890,Andrea Marks,138276.09,11,218,5318.31
CUST0891,Ashley Martin,146120.43,8,127,5038.64
CUST0892,Chad Brown,94309.57,9,419,4286.8
CUST0893,Samantha Vazquez,122973.57,6,137,6148.68
CUST0894,Ashley Rodriguez,189775.63,17,605,3580.67
CUST0895,Donald Kelley,167419.82,14,639,4650.55
CUST0896,Antonio Brown,131766.25,12,139,4117.7
CUST0897,Andrew Lawrence,106164.34,10,660,4083.24
CUST0898,Donald Sims,80283.74,8,555,4722.57
CUST0899,Denise Johnson,67296.15,5,685,3738.68
CUST0900,Robert Orozco,239568.85,15,546,5097.21
CUST0901,Johnny Clark,58292.95,9,675,2914.65
CUST0902,Doris Lin,182314.76,12,141,4446.7
CUST0903,Teresa Mitchell,191643.47,11,576,5807.38
CUST0904,Melanie Vasquez,81815.03,9,121,3895.95
CUST0905,Charles Martin,162395.16,11,27,4776.33
CUST0906,Linda Cruz,124766.9,8,336,5941.28
CUST0907,Nicole Fox,113119.61,11,447,3900.68
CUST0908,Laura Wilson,115496.14,11,65,5249.82
CUST0909,Raven Wright,154632.0,10,202,3964.92
CUST0910,Margaret Lucas,119720.47,13,312,3420.58
CUST0911,James Lowe,76278.74,6,142,4237.71
CUST0912,Heather Coleman,104820.41,7,716,5516.86
CUST0913,Wendy Davis,105277.77,8,545,4386.57
CUST0914,John Harris,167302.41,10,426,5975.09
CUST0915,Christine Cross,186916.88,11,373,5051.81
CUST0916,Jeremy Jackson,111947.8,10,598,4146.21
CUST0917,Amanda Walker,150135.36,12,430,4549.56
CUST0918,Jennifer Le,76165.48,5,237,4231.42
CUST0919,Peggy Fitzgerald,105236.39,6,401,6190.38
CUST0920,Pamela Stevenson,125899.73,11,670,4662.95
CUST0921,James Logan,104756.7,8,127,4761.67
CUST0922,Tracy Robinson,198699.11,11,189,5677.12
CUST0923,Deborah Travis,85187.05,7,153,4483.53
CUST0924,Jason King,107904.07,6,441,4691.48
CUST0925,Gregory Stevens,141078.34,10,252,3712.59
CUST0926,Jennifer Gould,194577.45,13,143,4323.94
CUST0927,Eric Cole,193794.14,17,222,4404.41
CUST0928,Savannah Wu,237805.44,11,35,5662.03
CUST0929,Brenda Conner,140024.54,12,307,3889.57
CUST0930,Ryan Aguilar,187335.3,14,282,4072.51
CUST0931,Amanda Lee,134079.4,10,598,4965.9
CUST0932,Thomas Stone,145970.09,10,508,4561.57
CUST0933,Angela Hayes,152124.6,9,530,4346.42
CUST0934,Michael Joyce,126534.37,7,111,6025.45
CUST0935,Janice Evans,221478.23,16,723,4429.56
CUST0936,Dawn Kramer,118188.49,8,184,4221.02
CUST0937,Jared Garcia,229391.28,14,422,4587.83
CUST0938,Mary Lee,60621.28,6,275,3565.96
CUST0939,Tom Silva,130204.35,10,128,4068.89
CUST0940,Marcus Owens,183969.14,13,162,4088.2
CUST0941,Jennifer Berry,162587.06,13,105,5080.85
CUST0942,Justin Williams,114423.01,12,241,3575.72
CUST0943,Eric King,95902.51,8,537,4566.79
CUST0944,David Ferrell,156710.95,11,173,5596.82
CUST0945,Timothy Chavez,180381.65,11,591,5010.6
CUST0946,Kaitlyn Krueger,207268.32,13,479,5454.43
CUST0947,Ethan Stone,76371.02,6,4,4492.41
CUST0948,Kayla Sanders,135962.03,10,190,4385.87
CUST0949,Julie Bishop,168027.98,12,107,5250.87
CUST0950,Donald Gibson,112243.24,10,692,3741.44
CUST0951,George Chavez,160354.75,13,651,4219.86
CUST0952,Jerry Johnson,93022.17,8,57,4044.44
CUST0953,Eric Kennedy,123093.92,10,372,4396.21
CUST0954,Catherine Torres,121967.53,9,106,3811.49
CUST0955,Jennifer Potts,134440.58,10,312,4801.45
CUST0956,Katie Vang,81934.53,8,699,4096.73
CUST0957,Johnny Meyer,221648.68,13,169,5277.35
CUST0958,Jessica Smith,115246.79,8,401,5010.73
CUST0959,Rachel Rios,115495.36,6,582,5774.77
CUST0960,Sydney Ritter,71891.77,8,433,3993.99
CUST0961,Douglas Scott,240567.27,17,344,4909.54
CUST0962,Mark Grant,148837.63,10,151,4377.58
CUST0963,Hunter Warner,153969.8,10,90,5132.33
CUST0964,Melissa Graham,116825.71,10,231,4493.3
CUST0965,Brian Johnson,126372.19,12,13,3716.83
CUST0966,Nicholas Jensen,245484.13,18,46,4160.75
CUST0967,Ryan Cobb,108064.71,8,396,4502.7
CUST0968,Maria Davenport,205812.51,14,477,4378.99
CUST0969,Edgar Hunt,115700.41,8,225,4450.02
CUST0970,Anthony Myers,69044.38,5,179,5753.7
CUST0971,Charles Wright,78250.16,7,207,5589.3
CUST0972,Dakota Long,161167.29,11,326,4883.86
CUST0973,Kathy Hayes,76760.11,7,136,4515.3
CUST0974,Christine Carter,178202.29,14,40,5400.07
CUST0975,Stacie Kemp,94509.36,8,379,3937.89
CUST0976,Tracey Donovan,144685.73,10,96,4384.42
CUST0977,Brooke White,44509.62,5,596,2472.76
CUST0978,Molly Sanchez,107670.2,8,385,4894.1
CUST0979,Jeffrey Davidson,78329.31,8,548,3405.62
CUST0980,Sandra Allen,225875.43,13,287,5019.45
CUST0981,Crystal Gonzales,126798.23,8,113,4372.35
CUST0982,Laura Wheeler,41328.71,7,399,2755.25
CUST0983,Matthew Church,122189.43,10,107,4363.91
CUST0984,Cynthia Lopez,85184.42,7,655,3407.38
CUST0985,Bryan Campbell,184307.16,14,583,4607.68
CUST0986,Emily Blevins,173892.44,10,375,4830.35
CUST0987,Michelle Smith,75560.86,8,567,3778.04
